name	path	emotion
f07 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f07 (4).wav	fear
f17 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f17 (2).wav	fear
s07 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s07 (4).wav	sadness
d19 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d19 (2).wav	disgust
s07 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s07 (2).wav	sadness
a19 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a19 (6).wav	anger
s10 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s10 (6).wav	sadness
s02 (5)b	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s02 (5)b.wav	sadness
f15 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f15 (1).wav	fear
d13 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d13 (3).wav	disgust
d13 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d13 (5).wav	disgust
d02 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d02 (4).wav	disgust
a18 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a18 (2).wav	anger
h01 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h01 (3).wav	happiness
s01 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s01 (6).wav	sadness
d20 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d20 (5).wav	disgust
f14 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f14 (3).wav	fear
a12 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a12 (4).wav	anger
f13 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f13 (5).wav	fear
s06 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s06 (3).wav	sadness
d15 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d15 (5).wav	disgust
d12 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d12 (3).wav	disgust
d18 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d18 (2).wav	disgust
d18 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d18 (1).wav	disgust
d18 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d18 (6).wav	disgust
h17 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h17 (1).wav	happiness
d09 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d09 (4).wav	disgust
f19 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f19 (2).wav	fear
f01 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f01 (5).wav	fear
d08 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d08 (5).wav	disgust
h16 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h16 (5).wav	happiness
d08 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d08 (6).wav	disgust
f17 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f17 (4).wav	fear
f06 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f06 (6).wav	fear
h08 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h08 (2).wav	happiness
s18 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s18 (6).wav	sadness
f14 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f14 (1).wav	fear
f04 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f04 (5).wav	fear
d01 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d01 (6).wav	disgust
h20 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h20 (5).wav	happiness
s09 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s09 (4).wav	sadness
f03 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f03 (6).wav	fear
f18 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f18 (5).wav	fear
h10 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h10 (4).wav	happiness
s09 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s09 (1).wav	sadness
h07 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h07 (2).wav	happiness
s03 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s03 (1).wav	sadness
f03 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f03 (5).wav	fear
h03 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h03 (2).wav	happiness
s01 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s01 (4).wav	sadness
h16 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h16 (2).wav	happiness
h02 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h02 (4).wav	happiness
d03 (5)b	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d03 (5)b.wav	disgust
s11 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s11 (2).wav	sadness
d19 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d19 (5).wav	disgust
s12 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s12 (2).wav	sadness
s17 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s17 (6).wav	sadness
d09 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d09 (5).wav	disgust
h03 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h03 (4).wav	happiness
d05 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d05 (2).wav	disgust
a04 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a04 (2).wav	anger
a19 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a19 (5).wav	anger
d17 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d17 (2).wav	disgust
a16 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a16 (1).wav	anger
h17 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h17 (5).wav	happiness
h15 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h15 (3).wav	happiness
s16 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s16 (4).wav	sadness
d17 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d17 (1).wav	disgust
h13 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h13 (6).wav	happiness
f02 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f02 (1).wav	fear
a01 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a01 (3).wav	anger
h16 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h16 (4).wav	happiness
h06 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h06 (6).wav	happiness
f15 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f15 (2).wav	fear
a08 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a08 (6).wav	anger
f20 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f20 (4).wav	fear
a02 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a02 (2).wav	anger
s16 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s16 (5).wav	sadness
s14 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s14 (6).wav	sadness
d16 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d16 (6).wav	disgust
s10 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s10 (1).wav	sadness
d14 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d14 (3).wav	disgust
h19 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h19 (2).wav	happiness
f07 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f07 (1).wav	fear
s19 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s19 (3).wav	sadness
s15 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s15 (6).wav	sadness
s08 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s08 (6).wav	sadness
f12 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f12 (3).wav	fear
a18 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a18 (3).wav	anger
d14 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d14 (1).wav	disgust
f10 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f10 (2).wav	fear
f20 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f20 (1).wav	fear
a18 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a18 (1).wav	anger
a03 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a03 (2).wav	anger
d02 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d02 (1).wav	disgust
h09 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h09 (5).wav	happiness
s06 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s06 (5).wav	sadness
h14 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h14 (5).wav	happiness
h16 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h16 (1).wav	happiness
a09 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a09 (3).wav	anger
f18 (5)b	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f18 (5)b.wav	fear
d07 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d07 (5).wav	disgust
h18 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h18 (4).wav	happiness
a09 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a09 (1).wav	anger
d15 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d15 (1).wav	disgust
d03 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d03 (3).wav	disgust
h07 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h07 (4).wav	happiness
d08 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d08 (4).wav	disgust
h15 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h15 (5).wav	happiness
d10 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d10 (2).wav	disgust
f12 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f12 (6).wav	fear
h12 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h12 (4).wav	happiness
d06 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d06 (2).wav	disgust
a10 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a10 (5).wav	anger
s16 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s16 (2).wav	sadness
f04 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f04 (1).wav	fear
h14 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h14 (1).wav	happiness
d14 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d14 (2).wav	disgust
f16 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f16 (4).wav	fear
s01 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s01 (1).wav	sadness
a05 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a05 (4).wav	anger
s17 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s17 (4).wav	sadness
f06 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f06 (4).wav	fear
d17 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d17 (6).wav	disgust
a12 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a12 (6).wav	anger
a17 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a17 (6).wav	anger
d15 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d15 (6).wav	disgust
a14 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a14 (4).wav	anger
s02 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s02 (2).wav	sadness
f15 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f15 (4).wav	fear
d18 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d18 (4).wav	disgust
s15 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s15 (1).wav	sadness
a02 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a02 (1).wav	anger
h12 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h12 (2).wav	happiness
f03 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f03 (2).wav	fear
h14 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h14 (3).wav	happiness
f04 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f04 (2).wav	fear
f05 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f05 (4).wav	fear
a06 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a06 (3).wav	anger
f11 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f11 (5).wav	fear
s16 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s16 (6).wav	sadness
f19 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f19 (4).wav	fear
s08 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s08 (5).wav	sadness
s08 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s08 (3).wav	sadness
s13 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s13 (3).wav	sadness
a19 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a19 (4).wav	anger
h05 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h05 (5).wav	happiness
h15 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h15 (1).wav	happiness
h04 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h04 (4).wav	happiness
f11 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f11 (6).wav	fear
a07 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a07 (3).wav	anger
d06 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d06 (4).wav	disgust
a16 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a16 (5).wav	anger
a07 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a07 (2).wav	anger
s17 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s17 (1).wav	sadness
a14 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a14 (5).wav	anger
f17 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f17 (5).wav	fear
f06 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f06 (5).wav	fear
f14 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f14 (4).wav	fear
a03 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a03 (4).wav	anger
f05 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f05 (5).wav	fear
s13 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s13 (1).wav	sadness
a01 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a01 (6).wav	anger
s20 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s20 (2).wav	sadness
h16 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h16 (3).wav	happiness
s13 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s13 (5).wav	sadness
h03 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h03 (3).wav	happiness
a09 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a09 (6).wav	anger
h12 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h12 (1).wav	happiness
a17 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a17 (3).wav	anger
h14 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h14 (2).wav	happiness
f03 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f03 (4).wav	fear
f09 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f09 (2).wav	fear
a01 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a01 (1).wav	anger
h09 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h09 (6).wav	happiness
a14 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a14 (1).wav	anger
a10 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a10 (4).wav	anger
s14 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s14 (5).wav	sadness
h02 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h02 (3).wav	happiness
s08 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s08 (1).wav	sadness
d10 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d10 (6).wav	disgust
a04 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a04 (1).wav	anger
h09 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h09 (2).wav	happiness
f06 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f06 (1).wav	fear
d07 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d07 (3).wav	disgust
f19 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f19 (5).wav	fear
f02 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f02 (3).wav	fear
a02 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a02 (3).wav	anger
f05 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f05 (3).wav	fear
f01 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f01 (6).wav	fear
d05 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d05 (4).wav	disgust
a17 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a17 (5).wav	anger
a12 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a12 (2).wav	anger
s09 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s09 (3).wav	sadness
s07 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s07 (5).wav	sadness
a14 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a14 (3).wav	anger
h14 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h14 (6).wav	happiness
f12 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f12 (5).wav	fear
a12 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a12 (1).wav	anger
a13 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a13 (4).wav	anger
d13 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d13 (1).wav	disgust
a04 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a04 (6).wav	anger
s03 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s03 (4).wav	sadness
h20 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h20 (4).wav	happiness
f15 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f15 (3).wav	fear
h17 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h17 (4).wav	happiness
d15 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d15 (4).wav	disgust
d11 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d11 (2).wav	disgust
s13 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s13 (2).wav	sadness
a01 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a01 (4).wav	anger
d20 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d20 (2).wav	disgust
d07 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d07 (6).wav	disgust
a06 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a06 (4).wav	anger
s02 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s02 (5).wav	sadness
a03 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a03 (6).wav	anger
s07 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s07 (6).wav	sadness
d04 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d04 (3).wav	disgust
d01 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d01 (5).wav	disgust
d01 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d01 (2).wav	disgust
s08 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s08 (4).wav	sadness
s13 (4)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s13 (4).wav	sadness
h07 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h07 (3).wav	happiness
d11 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/disgust/d11 (1).wav	disgust
a02 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a02 (5).wav	anger
f09 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f09 (6).wav	fear
h05 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h05 (6).wav	happiness
h19 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h19 (3).wav	happiness
a08 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a08 (3).wav	anger
a16 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a16 (2).wav	anger
f07 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f07 (6).wav	fear
h07 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h07 (1).wav	happiness
a11 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a11 (3).wav	anger
f14 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f14 (2).wav	fear
f08 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f08 (2).wav	fear
h03 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h03 (1).wav	happiness
h13 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h13 (1).wav	happiness
s20 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s20 (3).wav	sadness
f07 (3)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f07 (3).wav	fear
h11 (6)	/data/aesdd/Acted Emotional Speech Dynamic Database/happiness/h11 (6).wav	happiness
s19 (2)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s19 (2).wav	sadness
a06 (1)	/data/aesdd/Acted Emotional Speech Dynamic Database/anger/a06 (1).wav	anger
s17 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/sadness/s17 (5).wav	sadness
f02 (5)	/data/aesdd/Acted Emotional Speech Dynamic Database/fear/f02 (5).wav	fear
